"X" "Y" "Diameter" "Observer" "Image"
655.25 -430 23.585 "Chapman" "NAC"
3688.25 -2011 23.5973 "Chapman" "NAC"
2501.75 -1547.25 23.6326 "Chapman" "NAC"
1701 -1330.5 24 "Chapman" "NAC"
894 -1982.5 24 "Chapman" "NAC"
364 -30 24 "Chapman" "NAC"
2567 -916 24 "Chapman" "NAC"
1089.5 -2056.75 24.0052 "Chapman" "NAC"
512 -500.25 24.0052 "Chapman" "NAC"
438.5 -1105.75 24.0052 "Chapman" "NAC"
1989.5 -555.25 24.0052 "Chapman" "NAC"
2494.5 -1484.25 24.0052 "Chapman" "NAC"
1913 -1797.75 24.0052 "Chapman" "NAC"
3983.5 -538.75 24.0052 "Chapman" "NAC"
3366.5 -698.75 24.0052 "Chapman" "NAC"
2327 -824.5 24.0208 "Chapman" "NAC"
1634 -785 24.0208 "Chapman" "NAC"
1090 -366.5 24.0208 "Chapman" "NAC"
4053 -1622.75 24.0406 "Chapman" "NAC"
1784 -489.25 24.0468 "Chapman" "NAC"
1464 -698 24.0832 "Chapman" "NAC"
2087.5 -1578.5 24.0832 "Chapman" "NAC"
2951.5 -486.5 24.0832 "Chapman" "NAC"
3545.5 -450.5 24.0832 "Chapman" "NAC"
3192.5 -67.25 24.1299 "Chapman" "NAC"
2806.5 -811.75 24.1299 "Chapman" "NAC"
2953 -153.5 24.1868 "Chapman" "NAC"
3428.75 -2177.25 24.2548 "Chapman" "NAC"
2350.25 -712 24.3619 "Chapman" "NAC"
399.25 -1195 24.5 "Chapman" "NAC"
3836.25 -463 24.5 "Chapman" "NAC"
3351.75 -1187.5 24.5 "Chapman" "NAC"
1165.75 -898.75 24.5051 "Chapman" "NAC"
1145.25 -151.25 24.5051 "Chapman" "NAC"
1792.75 -457.25 24.5051 "Chapman" "NAC"
2427.75 -651.25 24.5051 "Chapman" "NAC"
2170.75 -926.25 24.5051 "Chapman" "NAC"
2895.75 -1355.75 24.5051 "Chapman" "NAC"
1879.75 -38 24.5204 "Chapman" "NAC"
2639.75 -782.5 24.5204 "Chapman" "NAC"
3185.75 -663.5 24.5204 "Chapman" "NAC"
3196.75 -829.5 24.5204 "Chapman" "NAC"
3162.75 -1937.5 24.5204 "Chapman" "NAC"
1898 -30.5 24.5453 "Chapman" "NAC"
1472.25 -871.25 24.5459 "Chapman" "NAC"
1902.25 -67.25 24.5459 "Chapman" "NAC"
2215.25 -597.75 24.5459 "Chapman" "NAC"
3376.25 -94.25 24.5459 "Chapman" "NAC"
3756.5 -1692.25 24.5713 "Chapman" "NAC"
1313.75 -644 24.5815 "Chapman" "NAC"
2244.75 -1529.5 24.5815 "Chapman" "NAC"
3432.75 -985.75 24.6268 "Chapman" "NAC"
3329.5 -1837 24.7631 "Chapman" "NAC"
3650.75 -1873.75 24.7879 "Chapman" "NAC"
3256.25 -1296 24.8244 "Chapman" "NAC"
1474.5 -902 25 "Chapman" "NAC"
509.5 -1754.5 25 "Chapman" "NAC"
1016.5 -2116.25 25.005 "Chapman" "NAC"
869 -292.25 25.005 "Chapman" "NAC"
2639.5 -898.75 25.005 "Chapman" "NAC"
878 -2089.5 25.02 "Chapman" "NAC"
944.5 -1654.5 25.02 "Chapman" "NAC"
88 -1369 25.02 "Chapman" "NAC"
371 -1526.5 25.02 "Chapman" "NAC"
2360 -1864 25.02 "Chapman" "NAC"
2614.5 -1980 25.02 "Chapman" "NAC"
3321 -531.5 25.02 "Chapman" "NAC"
3956 -880.5 25.02 "Chapman" "NAC"
2534.5 -184.25 25.045 "Chapman" "NAC"
2145 -627.75 25.045 "Chapman" "NAC"
2788.5 -208.25 25.045 "Chapman" "NAC"
967 -150.5 25.0799 "Chapman" "NAC"
1827.5 -2002 25.0799 "Chapman" "NAC"
1973.5 -1488.25 25.0914 "Chapman" "NAC"
3935.09 -2000.43 25.1068 "Chapman" "NAC"
675 -45.25 25.1247 "Chapman" "NAC"
1921 -1138.75 25.1247 "Chapman" "NAC"
2927 -306.25 25.1247 "Chapman" "NAC"
472.5 -1401.5 25.1794 "Chapman" "NAC"
3935.25 -1451.75 25.2594 "Chapman" "NAC"
1058.5 -352.25 25.3131 "Chapman" "NAC"
492.5 -679 25.318 "Chapman" "NAC"
2369.5 -1680.5 25.318 "Chapman" "NAC"
934.25 -773.5 25.5 "Chapman" "NAC"
479.25 -1841.75 25.5049 "Chapman" "NAC"
2074.75 -528.75 25.5049 "Chapman" "NAC"
319.75 -98.5 25.5196 "Chapman" "NAC"
1692.75 -185.75 25.5441 "Chapman" "NAC"
827.25 -1919.75 25.5543 "Chapman" "NAC"
1456.75 -1747.75 25.6223 "Chapman" "NAC"
3327.99 -1713.26 25.6302 "Chapman" "NAC"
1989 -1512 26 "Chapman" "NAC"
2744.5 -597.5 26 "Chapman" "NAC"
2627 -1619 26 "Chapman" "NAC"
1040 -1501.75 26.0048 "Chapman" "NAC"
2443 -2142.75 26.0048 "Chapman" "NAC"
2701 -191.25 26.0048 "Chapman" "NAC"
1395.5 -1608.5 26.0192 "Chapman" "NAC"
1977 -516.5 26.0192 "Chapman" "NAC"
3226 -1370.5 26.0192 "Chapman" "NAC"
3603.5 -394 26.0192 "Chapman" "NAC"
3690 -617 26.0192 "Chapman" "NAC"
2217 -1687 26.0768 "Chapman" "NAC"
1343.5 -2013.75 26.1199 "Chapman" "NAC"
1134 -1227.75 26.1199 "Chapman" "NAC"
2016 -1496 26.1725 "Chapman" "NAC"
2181.5 -1421.5 26.3059 "Chapman" "NAC"
903.25 -231 26.5 "Chapman" "NAC"
1900.75 -2182 26.5 "Chapman" "NAC"
3244.75 -1897 26.5 "Chapman" "NAC"
2746.25 -1742 26.5021 "Chapman" "NAC"
1639.25 -1021.75 26.5047 "Chapman" "NAC"
953.75 -1904.25 26.5047 "Chapman" "NAC"
874.75 -149.75 26.5047 "Chapman" "NAC"
2974.75 -402.25 26.5047 "Chapman" "NAC"
2907.25 -746.5 26.5189 "Chapman" "NAC"
2928.25 -747.5 26.5189 "Chapman" "NAC"
3102.75 -2148 26.5189 "Chapman" "NAC"
3441.41 -1754.3 26.5222 "Chapman" "NAC"
951.75 -1232.25 26.5424 "Chapman" "NAC"
3184.75 -1871.25 26.5424 "Chapman" "NAC"
1811.75 -518 26.5754 "Chapman" "NAC"
3551.25 -1161 26.591 "Chapman" "NAC"
3012.25 -174.25 26.6177 "Chapman" "NAC"
2336.25 -68.75 26.6177 "Chapman" "NAC"
301 -1949.25 26.672 "Chapman" "NAC"
3261.75 -67.25 26.7301 "Chapman" "NAC"
3699.5 -1883 26.8205 "Chapman" "NAC"
1738.5 -955 27 "Chapman" "NAC"
2514 -4 27 "Chapman" "NAC"
991 -1836.25 27.0046 "Chapman" "NAC"
985 -997.25 27.0046 "Chapman" "NAC"
523 -197.25 27.0046 "Chapman" "NAC"
2184.5 -2049.75 27.0046 "Chapman" "NAC"
2827.5 -1198.75 27.0046 "Chapman" "NAC"
3192.5 -1435.75 27.0046 "Chapman" "NAC"
2796.5 -2120.25 27.0046 "Chapman" "NAC"
3386.5 -468.75 27.0046 "Chapman" "NAC"
1300 -1049 27.0185 "Chapman" "NAC"
652 -398.5 27.0185 "Chapman" "NAC"
311.5 -1535 27.0185 "Chapman" "NAC"
2528 -769.5 27.0185 "Chapman" "NAC"
1510.5 -901.75 27.0416 "Chapman" "NAC"
3382.25 -1533 27.0537 "Chapman" "NAC"
1379.5 -1962.5 27.074 "Chapman" "NAC"
431 -1739.5 27.074 "Chapman" "NAC"
3973 -621.75 27.1155 "Chapman" "NAC"
3096.5 -1455.5 27.1597 "Chapman" "NAC"
1154.25 -1003.5 27.5 "Chapman" "NAC"
2167.75 -1107 27.5 "Chapman" "NAC"
2727.25 -1573.5 27.5 "Chapman" "NAC"
3616.75 -1718 27.5 "Chapman" "NAC"
1092.25 -1515.25 27.5045 "Chapman" "NAC"
109.25 -1504.25 27.5045 "Chapman" "NAC"
2349.25 -121.25 27.5045 "Chapman" "NAC"
1591.25 -1146.5 27.5182 "Chapman" "NAC"
2698.75 -484.5 27.5182 "Chapman" "NAC"
2328.5 -1808 27.5255 "Chapman" "NAC"
1689.75 -775.25 27.5409 "Chapman" "NAC"
1514.75 -342.25 27.5409 "Chapman" "NAC"
3029.25 -1843.25 27.5409 "Chapman" "NAC"
3890 -523.75 27.5545 "Chapman" "NAC"
697.75 -1702.75 27.6134 "Chapman" "NAC"
3465.75 -1381.25 27.6942 "Chapman" "NAC"
453 -272.5 27.8568 "Chapman" "NAC"
3577 -1191.5 27.8888 "Chapman" "NAC"
1455 -1237.75 28.0045 "Chapman" "NAC"
133 -392.25 28.0045 "Chapman" "NAC"
815.5 -328.25 28.0045 "Chapman" "NAC"
3221.5 -1828.75 28.0045 "Chapman" "NAC"
3056 -51.5 28.0179 "Chapman" "NAC"
2786.5 -885.5 28.0179 "Chapman" "NAC"
2029 -890.75 28.0402 "Chapman" "NAC"
1051.5 -446 28.0713 "Chapman" "NAC"
2142 -663 28.0713 "Chapman" "NAC"
1926.5 -2155 28.0713 "Chapman" "NAC"
2746.5 -1453.75 28.1015 "Chapman" "NAC"
545.5 -1279.25 28.1114 "Chapman" "NAC"
3032 -190.25 28.1114 "Chapman" "NAC"
2692 -272.75 28.2179 "Chapman" "NAC"
3911.5 -1267.5 28.2887 "Chapman" "NAC"
3557.75 -1343.5 28.3139 "Chapman" "NAC"
1794.75 -684.25 28.5044 "Chapman" "NAC"
2115.75 -1137.25 28.5044 "Chapman" "NAC"
1043.25 -709.5 28.5175 "Chapman" "NAC"
3205.25 -1521.5 28.5175 "Chapman" "NAC"
2744.25 -1640.5 28.5175 "Chapman" "NAC"
1699.75 -1477.25 28.5394 "Chapman" "NAC"
648.75 -1915.25 28.5394 "Chapman" "NAC"
1636.5 -270.5 28.5396 "Chapman" "NAC"
2317.25 -87 28.5701 "Chapman" "NAC"
2086.75 -253 28.5701 "Chapman" "NAC"
3262.5 -131.5 28.5964 "Chapman" "NAC"
1356.25 -1320.25 28.6094 "Chapman" "NAC"
3610.75 -746.5 28.6225 "Chapman" "NAC"
3319 -1610 28.6574 "Chapman" "NAC"
3841.37 -1647.56 28.6616 "Chapman" "NAC"
3492.61 -1829.62 28.7408 "Chapman" "NAC"
2128 -233.75 29.0043 "Chapman" "NAC"
2567 -175.75 29.0043 "Chapman" "NAC"
3750 -1081.75 29.0043 "Chapman" "NAC"
876.5 -1148.5 29.0172 "Chapman" "NAC"
2398.5 -283.25 29.1076 "Chapman" "NAC"
3164.25 -1768.5 29.1895 "Chapman" "NAC"
682.5 -1880 29.2746 "Chapman" "NAC"
3689.75 -520.5 29.378 "Chapman" "NAC"
171.75 -771.25 29.5042 "Chapman" "NAC"
2181.75 -5.75 29.5042 "Chapman" "NAC"
2430.75 -577.25 29.5042 "Chapman" "NAC"
1988.25 -1653.75 29.5042 "Chapman" "NAC"
2014.25 -2049.75 29.5042 "Chapman" "NAC"
1991.25 -2178.25 29.5042 "Chapman" "NAC"
484.75 -613 29.5169 "Chapman" "NAC"
3563 -1627.5 29.517 "Chapman" "NAC"
3279.25 -1549.25 29.5221 "Chapman" "NAC"
1955.25 -1443.25 29.5381 "Chapman" "NAC"
1125.25 -546 29.6521 "Chapman" "NAC"
433.75 -1366.75 29.798 "Chapman" "NAC"
838 -1028 30 "Chapman" "NAC"
1164.5 -1145.5 30.0167 "Chapman" "NAC"
190 -885.25 30.0375 "Chapman" "NAC"
2923 -2213.75 30.0375 "Chapman" "NAC"
1882.5 -1343 30.0666 "Chapman" "NAC"
2641.5 -680 30.0666 "Chapman" "NAC"
296 -343.75 30.104 "Chapman" "NAC"
366 -280.5 30.1496 "Chapman" "NAC"
1888 -1252 30.2655 "Chapman" "NAC"
3492.5 -1207.25 30.468 "Chapman" "NAC"
1832.75 -274 30.5 "Chapman" "NAC"
743.75 -331.75 30.5041 "Chapman" "NAC"
3942.75 -994.75 30.5041 "Chapman" "NAC"
2469.25 -2016 30.5164 "Chapman" "NAC"
3637.75 -1087.5 30.541 "Chapman" "NAC"
1075.25 -1292.5 30.5655 "Chapman" "NAC"
746.25 -1886 30.5655 "Chapman" "NAC"
1943.25 -611.5 30.5655 "Chapman" "NAC"
2067.25 -682.5 30.5655 "Chapman" "NAC"
2703.25 -691.5 30.5655 "Chapman" "NAC"
1261.75 -867.75 30.6023 "Chapman" "NAC"
2788 -525 31 "Chapman" "NAC"
176 -44.75 31.004 "Chapman" "NAC"
153.5 -166.75 31.004 "Chapman" "NAC"
3613.5 -1772.75 31.004 "Chapman" "NAC"
1937.5 -1396.5 31.0161 "Chapman" "NAC"
1782 -787.5 31.0161 "Chapman" "NAC"
1205.5 -1169 31.0161 "Chapman" "NAC"
3652 -1665.5 31.0645 "Chapman" "NAC"
631 -282.5 31.1448 "Chapman" "NAC"
2585 -1677.25 31.2173 "Chapman" "NAC"
3159 -562.25 31.4841 "Chapman" "NAC"
314.25 -1979 31.5 "Chapman" "NAC"
2820.75 -164.5 31.5 "Chapman" "NAC"
3430.75 -1203.5 31.5 "Chapman" "NAC"
3603.25 -1419.75 31.504 "Chapman" "NAC"
4048.75 -1047 31.5326 "Chapman" "NAC"
2033.25 -214.25 31.5357 "Chapman" "NAC"
1946.25 -1498.25 31.5357 "Chapman" "NAC"
3477 -1032.75 31.5434 "Chapman" "NAC"
3415.75 -1788.25 31.5976 "Chapman" "NAC"
2796.75 -1381 31.8921 "Chapman" "NAC"
3182.25 -100.5 31.8944 "Chapman" "NAC"
3481 -1462.5 32 "Chapman" "NAC"
2313.5 -1965.75 32.0039 "Chapman" "NAC"
522 -414.5 32.0156 "Chapman" "NAC"
1685.5 -875 32.0156 "Chapman" "NAC"
3036.5 -853.5 32.0156 "Chapman" "NAC"
1187 -9.25 32.0351 "Chapman" "NAC"
2004 -961 32.0624 "Chapman" "NAC"
3333 -772.5 32.1403 "Chapman" "NAC"
233 -535 32.1403 "Chapman" "NAC"
1437 -1265.5 32.1678 "Chapman" "NAC"
1488.5 -169.25 32.1908 "Chapman" "NAC"
2324.75 -1501.77 32.2808 "Chapman" "NAC"
1886.67 -550.558 32.4085 "Chapman" "NAC"
262.25 -1354.25 32.5038 "Chapman" "NAC"
2621.75 -62.75 32.5038 "Chapman" "NAC"
2955.75 -568.25 32.5038 "Chapman" "NAC"
1317.75 -183.5 32.5154 "Chapman" "NAC"
3124.25 -1398.5 32.5615 "Chapman" "NAC"
2967.25 -1475.75 32.596 "Chapman" "NAC"
667.75 -1455.75 32.6879 "Chapman" "NAC"
2908.75 -1786 32.8152 "Chapman" "NAC"
328 -680 33 "Chapman" "NAC"
2791.5 -828.5 33 "Chapman" "NAC"
1055 -1682.75 33.0038 "Chapman" "NAC"
3176 -1385.25 33.0038 "Chapman" "NAC"
595 -74.5 33.0151 "Chapman" "NAC"
2287 -566.5 33.0151 "Chapman" "NAC"
3296.81 -2135.65 33.2367 "Chapman" "NAC"
416.5 -577 33.2415 "Chapman" "NAC"
3168.75 -681 33.5 "Chapman" "NAC"
1310.25 -454.75 33.5037 "Chapman" "NAC"
1846.25 -745.75 33.5037 "Chapman" "NAC"
3749.25 -400.75 33.5037 "Chapman" "NAC"
3806.25 -739.5 33.5152 "Chapman" "NAC"
996.25 -533.25 33.5336 "Chapman" "NAC"
1453.75 -266.25 33.5336 "Chapman" "NAC"
3688.5 -1326 33.541 "Chapman" "NAC"
2836.86 -1585.4 33.5436 "Chapman" "NAC"
3578.25 -541.25 33.7659 "Chapman" "NAC"
2826.5 -1100 33.8417 "Chapman" "NAC"
1679.75 -2164.45 33.9776 "Chapman" "NAC"
3635.25 -2195.75 33.9963 "Chapman" "NAC"
1392 -1151 34 "Chapman" "NAC"
273.5 -11 34.0147 "Chapman" "NAC"
2680 -103 34.0147 "Chapman" "NAC"
324 -638.75 34.0918 "Chapman" "NAC"
3863.5 -1433 34.1321 "Chapman" "NAC"
2348.5 -1413.75 34.1797 "Chapman" "NAC"
3248.81 -1964.51 34.2027 "Chapman" "NAC"
3727 -612.5 34.3116 "Chapman" "NAC"
1400.75 -178.25 34.5036 "Chapman" "NAC"
1875.75 -1382.5 34.5145 "Chapman" "NAC"
1837.25 -604.25 34.5326 "Chapman" "NAC"
3622.75 -931 34.6129 "Chapman" "NAC"
940.75 -2145.25 34.6771 "Chapman" "NAC"
1838.5 -1363.5 35 "Chapman" "NAC"
2356 -392.75 35.0036 "Chapman" "NAC"
2280.5 -731.25 35.0321 "Chapman" "NAC"
3707.75 -1981.28 35.0687 "Chapman" "NAC"
1216 -197.75 35.0892 "Chapman" "NAC"
3609 -1189.25 35.1746 "Chapman" "NAC"
2180.25 -598 35.5 "Chapman" "NAC"
1012.75 -2207.25 35.5879 "Chapman" "NAC"
2737.25 -640.75 35.5879 "Chapman" "NAC"
2227 -1808.75 35.7525 "Chapman" "NAC"
1253 -1726.75 36.0035 "Chapman" "NAC"
3051 -264.25 36.0035 "Chapman" "NAC"
2957 -883.5 36.0139 "Chapman" "NAC"
3725 -688 36.0938 "Chapman" "NAC"
3740.33 -1789.58 36.2307 "Chapman" "NAC"
3089.75 -35.75 36.347 "Chapman" "NAC"
1939.75 -765.5 36.5 "Chapman" "NAC"
2972.75 -917.25 36.5308 "Chapman" "NAC"
1482.25 -317.25 36.5855 "Chapman" "NAC"
3843.69 -1670.52 36.6352 "Chapman" "NAC"
2822.97 -2100.37 36.6781 "Chapman" "NAC"
2736.75 -2073.5 36.8946 "Chapman" "NAC"
3755.53 -1346.84 36.9665 "Chapman" "NAC"
2279.5 -885 37 "Chapman" "NAC"
2384 -161.5 37.0135 "Chapman" "NAC"
1962.11 -2001.63 37.1652 "Chapman" "NAC"
559.95 -1911.81 37.2314 "Chapman" "NAC"
4044.17 -2057.93 37.2625 "Chapman" "NAC"
997.25 -1166 37.5 "Chapman" "NAC"
313.25 -1336 37.5133 "Chapman" "NAC"
2236.75 -201.5 37.5533 "Chapman" "NAC"
3284.76 -1760.9 37.6002 "Chapman" "NAC"
572 -163 37.7026 "Chapman" "NAC"
987.334 -2167.22 37.7336 "Chapman" "NAC"
3205 -278.25 37.7759 "Chapman" "NAC"
1561.75 -317.5 37.8319 "Chapman" "NAC"
3348.81 -1737.89 38.0324 "Chapman" "NAC"
825 -821.25 38.0821 "Chapman" "NAC"
2413.59 -2206.87 38.441 "Chapman" "NAC"
2564.47 -2029.94 38.6213 "Chapman" "NAC"
1534.97 -2127.01 38.7019 "Chapman" "NAC"
3352.29 -2201.15 38.8238 "Chapman" "NAC"
3298 -1695 38.9107 "Chapman" "NAC"
1666.5 -732.5 39.2046 "Chapman" "NAC"
2851 -907.5 39.2046 "Chapman" "NAC"
2994.71 -1445.73 39.2914 "Chapman" "NAC"
2966.75 -2084.75 39.4831 "Chapman" "NAC"
2597.84 -1871.45 39.6091 "Chapman" "NAC"
1032.95 -66.748 39.675 "Chapman" "NAC"
364.113 -209.253 39.8671 "Chapman" "NAC"
3023.43 -1000.19 40.0221 "Chapman" "NAC"
3840.2 -967.837 40.0342 "Chapman" "NAC"
2506.36 -304.598 40.0382 "Chapman" "NAC"
3337.5 -1801.75 40.1528 "Chapman" "NAC"
519 -1554.5 40.1995 "Chapman" "NAC"
2836.25 -712 40.2943 "Chapman" "NAC"
2136.78 -1294.93 40.4563 "Chapman" "NAC"
2029.25 -1560 40.5 "Chapman" "NAC"
3897.75 -1466 40.5 "Chapman" "NAC"
2916.75 -883.75 40.5031 "Chapman" "NAC"
2051.25 -2098.25 40.5278 "Chapman" "NAC"
2002.75 -646.75 40.5771 "Chapman" "NAC"
2295 -1090 41.0488 "Chapman" "NAC"
2241.5 -1205.5 41.1096 "Chapman" "NAC"
2548.97 -2158.93 41.1487 "Chapman" "NAC"
1637.81 -2107.63 41.2275 "Chapman" "NAC"
159.394 -1063.58 41.3915 "Chapman" "NAC"
1361.3 -1041.75 41.4176 "Chapman" "NAC"
1781.56 -237.737 41.4552 "Chapman" "NAC"
2299.91 -2056.49 41.5456 "Chapman" "NAC"
1002.92 -901.741 41.7741 "Chapman" "NAC"
2395.36 -379.666 41.9039 "Chapman" "NAC"
100.509 -1324.22 42.0011 "Chapman" "NAC"
331.233 -948.466 42.0497 "Chapman" "NAC"
1762.27 -392.193 42.1933 "Chapman" "NAC"
3896.25 -462.5 42.2735 "Chapman" "NAC"
2474.53 -2122.51 42.3069 "Chapman" "NAC"
994.017 -417.939 42.315 "Chapman" "NAC"
1808.08 -1302.69 42.5049 "Chapman" "NAC"
2054.98 -1824.46 42.5981 "Chapman" "NAC"
2381.19 -1354.08 42.9331 "Chapman" "NAC"
2388.5 -1422 43 "Chapman" "NAC"
2281.5 -296.5 43 "Chapman" "NAC"
1529.5 -968.5 43.0116 "Chapman" "NAC"
1635.5 -1197.5 43.0116 "Chapman" "NAC"
781.973 -1944.02 43.0198 "Chapman" "NAC"
348.265 -764.188 43.251 "Chapman" "NAC"
696.449 -2065.58 43.2904 "Chapman" "NAC"
3062.23 -1361.14 43.3505 "Chapman" "NAC"
3131.55 -1296.02 43.3907 "Chapman" "NAC"
1166.75 -738.75 43.5718 "Chapman" "NAC"
2439.78 -430.974 43.5837 "Chapman" "NAC"
1915.23 -176.674 43.8909 "Chapman" "NAC"
1275.67 -156.687 43.9863 "Chapman" "NAC"
308.945 -2202.46 44.055 "Chapman" "NAC"
3911.19 -2184.97 44.0979 "Chapman" "NAC"
1512.46 -1733.33 44.1704 "Chapman" "NAC"
3253.56 -1132.82 44.2012 "Chapman" "NAC"
3348.5 -738.25 44.3144 "Chapman" "NAC"
3002.8 -1678.32 44.3594 "Chapman" "NAC"
1595.14 -1698.63 44.6859 "Chapman" "NAC"
3779.96 -1519.79 44.7361 "Chapman" "NAC"
2421.54 -1004.19 44.9506 "Chapman" "NAC"
1657.67 -1655.88 44.9528 "Chapman" "NAC"
2099.65 -2100.44 45.1229 "Chapman" "NAC"
163.262 -305.653 45.1696 "Chapman" "NAC"
3229.5 -189.25 45.3806 "Chapman" "NAC"
1449.13 -374.662 45.3827 "Chapman" "NAC"
3065.75 -762.5 45.4421 "Chapman" "NAC"
372.603 -2052.55 45.4916 "Chapman" "NAC"
518.104 -306.43 45.5528 "Chapman" "NAC"
172.12 -2005.06 45.9117 "Chapman" "NAC"
1090.93 -2124.1 46.3374 "Chapman" "NAC"
1682.36 -2030.17 46.3661 "Chapman" "NAC"
3116.76 -2082.49 46.3797 "Chapman" "NAC"
1533.96 -58.3845 46.5619 "Chapman" "NAC"
2873.75 -14 46.5967 "Chapman" "NAC"
1867.86 -1999.06 46.6329 "Chapman" "NAC"
1932.12 -721.847 46.8682 "Chapman" "NAC"
2100 -1763.57 46.941 "Chapman" "NAC"
1365.86 -216.152 47.2178 "Chapman" "NAC"
1315.58 -1517.73 47.3087 "Chapman" "NAC"
885.095 -875.069 47.3968 "Chapman" "NAC"
3133.15 -1995.7 47.4257 "Chapman" "NAC"
97.2378 -313.013 47.4831 "Chapman" "NAC"
1770.08 -350.568 47.6868 "Chapman" "NAC"
1395.43 -346.748 47.7539 "Chapman" "NAC"
321.336 -1731.48 47.8241 "Chapman" "NAC"
548.335 -850.509 48.0186 "Chapman" "NAC"
1996.09 -1815.05 48.0199 "Chapman" "NAC"
2209 -1306.5 48.0937 "Chapman" "NAC"
3348.14 -1361.05 48.107 "Chapman" "NAC"
1493.99 -1520.36 48.1071 "Chapman" "NAC"
3008.86 -1835.01 48.2665 "Chapman" "NAC"
1143.75 -2214.5 48.5103 "Chapman" "NAC"
1809.85 -1670.24 48.6434 "Chapman" "NAC"
1598.08 -1328.31 48.6881 "Chapman" "NAC"
2149.28 -1474 48.8292 "Chapman" "NAC"
631.359 -734.304 48.8484 "Chapman" "NAC"
971.961 -67.971 48.9779 "Chapman" "NAC"
518.772 -2193.93 49.1088 "Chapman" "NAC"
3263.33 -884.915 49.137 "Chapman" "NAC"
2988.25 -23 49.5101 "Chapman" "NAC"
2992.01 -1867.52 49.5879 "Chapman" "NAC"
3734.2 -298.005 49.8658 "Chapman" "NAC"
1872.21 -1634.14 49.8777 "Chapman" "NAC"
3751.12 -1032.44 49.9244 "Chapman" "NAC"
1260.47 -1419.93 50.0963 "Chapman" "NAC"
2021.01 -683.628 50.1102 "Chapman" "NAC"
2810.53 -382.722 50.211 "Chapman" "NAC"
1937.57 -488.097 50.9073 "Chapman" "NAC"
1684.5 -1193.5 51.0098 "Chapman" "NAC"
257.435 -695.991 51.0126 "Chapman" "NAC"
1192 -915.75 51.0221 "Chapman" "NAC"
2703.28 -2038.01 51.1365 "Chapman" "NAC"
645.642 -182.76 51.1959 "Chapman" "NAC"
4001.39 -1313.89 51.6115 "Chapman" "NAC"
214.934 -136.554 51.7001 "Chapman" "NAC"
2461.27 -311.843 51.7132 "Chapman" "NAC"
979.7 -673.573 52.1941 "Chapman" "NAC"
3970.64 -1809.46 52.2526 "Chapman" "NAC"
1739.29 -1676.72 52.4615 "Chapman" "NAC"
961.825 -271.591 52.528 "Chapman" "NAC"
2235.82 -1982.88 52.6923 "Chapman" "NAC"
3776.58 -908.514 52.9239 "Chapman" "NAC"
2907.47 -2122.47 53.0314 "Chapman" "NAC"
1539.11 -1690.36 53.1756 "Chapman" "NAC"
432.459 -160.526 53.3667 "Chapman" "NAC"
94.5308 -1099.97 53.4936 "Chapman" "NAC"
1090.8 -234.37 53.9323 "Chapman" "NAC"
3305.67 -1004.75 54.1369 "Chapman" "NAC"
3276.01 -184.066 54.5928 "Chapman" "NAC"
267.189 -231.096 54.7355 "Chapman" "NAC"
747.958 -1136.36 55.2204 "Chapman" "NAC"
1928.46 -344.924 55.2952 "Chapman" "NAC"
2754.76 -414.217 55.4099 "Chapman" "NAC"
3308.66 -1908.65 55.4608 "Chapman" "NAC"
2151.76 -921.286 55.5107 "Chapman" "NAC"
2493.37 -470.156 55.5349 "Chapman" "NAC"
806.278 -925.102 55.6605 "Chapman" "NAC"
1844.57 -1883.17 55.8801 "Chapman" "NAC"
854.798 -549.336 55.907 "Chapman" "NAC"
1133.67 -2162.77 55.9908 "Chapman" "NAC"
1309.92 -120.17 56.0648 "Chapman" "NAC"
3996.53 -831.768 56.1372 "Chapman" "NAC"
2598.94 -439.312 56.7018 "Chapman" "NAC"
442.23 -347.493 56.7536 "Chapman" "NAC"
2278.61 -2197.37 57.1427 "Chapman" "NAC"
3886.02 -210.328 57.4852 "Chapman" "NAC"
3709.87 -1558.52 57.5428 "Chapman" "NAC"
1822.23 -2158.16 57.6662 "Chapman" "NAC"
2611.41 -1811.83 58.3026 "Chapman" "NAC"
2188.33 -1362.57 58.8234 "Chapman" "NAC"
2441.76 -234.354 59.1603 "Chapman" "NAC"
2318.03 -522.34 59.3863 "Chapman" "NAC"
823.413 -1786.54 59.4448 "Chapman" "NAC"
3083.63 -1952.82 60.0652 "Chapman" "NAC"
992.288 -1884.67 60.1198 "Chapman" "NAC"
1758.03 -862.248 61.2173 "Chapman" "NAC"
1944.87 -215.027 61.2399 "Chapman" "NAC"
625.636 -596.438 61.2932 "Chapman" "NAC"
1569.6 -1085.26 61.4324 "Chapman" "NAC"
2943.84 -973.698 61.9633 "Chapman" "NAC"
2380.44 -1620.69 62.2664 "Chapman" "NAC"
2770.95 -261.012 62.3484 "Chapman" "NAC"
3011.84 -292.753 62.6206 "Chapman" "NAC"
3914.08 -1175.5 62.753 "Chapman" "NAC"
829.145 -1357.14 62.8044 "Chapman" "NAC"
1158.92 -1514.87 62.8349 "Chapman" "NAC"
725.095 -1907.55 63.0658 "Chapman" "NAC"
2728.13 -1966.12 63.1741 "Chapman" "NAC"
3438.57 -1833.67 63.2494 "Chapman" "NAC"
1248.73 -1527.86 63.8525 "Chapman" "NAC"
3621.82 -1369.25 64.1392 "Chapman" "NAC"
1331.78 -2010.18 65.2526 "Chapman" "NAC"
